id_bien;id_codedep_codecommune;numero_voie;btq;type_voie;nom_voie;surface_carrez;type_local;surface_local;total_piece
32225;02408;3;;AV;CARNOT;77,91;Appartement;76;3
32226;02408;21;;RUE;AMPERE;88,14;Maison;119;4
32227;05061;1;;CRS;EMILE ZOLA;52,24;Appartement;45;2
32228;06088;260;;AV;DE FABRON;38,69;Appartement;36;2
32229;10033;6;;AV;DU GENERAL LECLERC;25,76;Appartement;25;1
32230;11170;118;;RUE;DU LOCH;24,12;Appartement;24;2
32231;11202;10;;RES;NEPTUNE;47,93;Appartement;46;3
32232;11262;58;;AV;DES JUJUBIERS (PLAGE);85,58;Maison;79;4
32233;19031;9001;;RUE;GAL SOUHAM;67,54;Appartement;66;3
32234;26058;13;;RUE;JEAN COCTEAU;97,77;Maison;84;4
32235;26058;47;;AV;JEAN JAURES;34,27;Appartement;34;1
32236;26252;14;;RUE;HENRI BARBUSSE;75,36;Appartement;76;4
32237;26362;11;;RUE;FRANZ LISZT;49,56;Appartement;48;2
32238;26362;33;;RUE;DU MARECHAL GALLIENI;62,62;Appartement;49;2
32239;26362;20;;RUE;LEONARD DE VINCI;95,05;Maison;94;5
32240;28085;9;;RUE;DE LA PORTE CENDREUSE;11,10;Appartement;10;1
32241;28134;26;;RUE;DE LA SABLONNIERE;67,79;Appartement;67;4
32242;29039;63;;AV;ALAIN LE LAY;67,27;Appartement;67;4
32243;2A004;9012;;CHE;DE BIANCARELLO;74,10;Appartement;76;3
32244;2A276;5372;;RES;DOMAINE DE L'ONDELLA;70,31;Appartement;76;4
32245;30189;16;;RUE;ROBERT;38,72;Appartement;51;2
32246;30189;36;;BD;GAMBETTA;80,88;Appartement;90;3
32247;31446;4;;RUE;DES SOURCES;77,30;Appartement;78;4
32248;31555;11;;RUE;DES RENFORTS;56,24;Appartement;58;3
32249;31555;40;T;RUE;DU PRINTEMPS;123,99;Appartement;90;3
32250;31555;1;;AV;DE L'ANCIEN VELODROME;62,39;Appartement;60;3
32251;31555;1;;RUE;MIREILLE SORGUE;52,31;Appartement;57;3
32252;33011;7;;RUE;DU QUATORZE JUILLET;46,63;Appartement;47;2
32253;33063;174;;CRS;DE L YSER;40,27;Appartement;31;2
32254;33063;39;;RUE;AUSONE;54,23;Appartement;53;2
32255;33063;10;;RUE;DUMONTEIL;75,32;Appartement;80;2
32256;33063;3;;RUE;DU DOCTEUR ROCAZ;20,55;Appartement;21;1
32257;33063;3;;ALL;RONSARD;88,48;Appartement;84;3
32258;33063;17;;RUE;CORNAC;90,40;Appartement;75;2
32259;33075;25;;RUE;AUSONE;33,80;Appartement;33;2
32260;33104;1;;AV;NORBERT GERBAUD;38,38;Appartement;40;2
32261;33167;1;;ALL;F. GOYA;70,29;Appartement;71;3
32262;33192;179;;RTE;DE CANEJAN;92,78;Maison;92;4
32263;33214;6;;BD;DE LA PLAGE;22,08;Appartement;24;1
32264;33243;55;;RUE;CLEMENT THOMAS;62,47;Appartement;55;2
32265;33550;2;;ALL;DES IRIS;29,88;Appartement;29;1
32266;34003;8;;AV;DES ALIZES;37,53;Maison;40;3
32267;34150;2;;RUE;SUFFREN;59,00;Appartement;63;3
32268;34173;50;;CHE;DES TIEULIERES;94,90;Maison;94;4
32269;34217;12;;RUE;DE L OCCITANIE;84,45;Appartement;88;4
32270;34301;3;;RUE;PAUL BOUSQUET;80,57;Appartement;77;3
32271;34327;7;;RUE;DU SALAISON;47,05;Appartement;46;2
32272;35049;8;;RUE;GAL LECLERC;33,00;Appartement;40;2
32273;35095;18;;GR;GRANDE RUE DES STUARTS;90,00;Appartement;80;3
32274;35247;9000;;;PIECE DE L HOPITAL;15,40;Appartement;15;1
32275;37214;141;;BD;CHARLES DE GAULLE;125,71;Appartement;124;4
32276;38253;5;;RUE;DU SER PALOR;29,90;Appartement;31;1
32277;38253;10;;RUE;DE SAINTE LUCE;34,62;Appartement;34;1
32278;38563;9000;;RUE;DU JARDINET;42,46;Appartement;44;2
32279;38567;310;;AV;DU PERE TASSE;24,05;Appartement;30;1
32280;39411;4;;;CONDAMINE;83,10;Appartement;84;4
32281;40279;115;;CHEM;DE LATINE;78,02;Maison;78;4
32282;41194;4;;PL;DE LA PAIX;68,00;Appartement;71;3
32283;41269;12;;FG;CHARTRAIN;30,20;Appartement;29;1
32284;42071;14;;RUE;DE LA PROVIDENCE;58,12;Appartement;61;3
32285;42218;19;;RUE;NEYRON;52,32;Appartement;49;3
32286;42218;14;B;RUE;HENRI DECHAUD;68,19;Appartement;81;4
32287;44049;5;;RUE;BARJULE (VC35);56,04;Appartement;57;4
32288;44109;18;;RUE;DES CARMES;86,00;Appartement;90;3
32289;44109;2;;RUE;DE L ECHELLE;22,60;Appartement;22;1
32290;44109;9004;;RUE;DES CHANTIERS CRUCY;64,37;Maison;57;3
32291;44132;94;B;AV;DES LORIETTES;64,45;Appartement;64;3
32292;44151;141;;RTE;DES CALABRES;60,40;Maison;63;3
32293;44184;57;;RUE;DES CHARDONNERETS;42,54;Appartement;42;2
32294;45155;19;;RUE;DES BRIQUETERIES;54,53;Appartement;54;2
32295;45234;475;;FG;BANNIER;27,19;Appartement;27;2
32296;45234;11;;BD;JEAN JAURES;90,24;Appartement;88;4
32297;47323;29;;RUE;CASSENEUIL;29,99;Appartement;33;1
32298;48095;7;;IMP;DES OREILLETTES;47,83;Appartement;47;2
32299;49331;1;;RUE;DU CLOTEAU BAS;66,50;Appartement;61;3
32300;50129;57;;RUE;DE LA REPUBLIQUE EQUEURDRE;107,74;Appartement;107;4
32301;50410;17;A;RUE;DU CLOS DU ROI - BOUCEY;64,00;Maison;64;3
32302;51108;65;;BD;HIPPOLYTE FAURE;63,16;Appartement;64;2
32303;51108;12;;RUE;DE L INDUSTRIE;21,38;Appartement;22;1
32304;51454;32;;RUE;PETIT DELBOURG;58,70;Appartement;58;3
32305;54518;24;;RUE;CARNOT;93,56;Appartement;98;2
32306;56118;5;;RUE;ROGER SALENGRO;41,75;Appartement;42;2
32307;56121;59;;RUE;DUGUAY TROUIN;79,51;Appartement;80;3
32308;59350;10;;RUE;A FIENS;27,02;Appartement;28;1
32309;59350;15;;BD;JEAN BAPTISTE LEBAS;88,60;Appartement;85;4
32310;59350;55;;RUE;CAUMARTIN;65,80;Appartement;65;2
32311;59421;99;;RUE;DE LILLE;65,70;Appartement;66;3
32312;59512;36;;RUE;COLIGNY;53,91;Appartement;54;1
32313;59512;61;;RUE;VIEIL ABREUVOIR;75,00;Appartement;78;4
32314;60360;73;;RUE;PASTEUR;130,00;Maison;110;5
32315;62119;114;;RUE;RAOUL FOLLEREAU;43,74;Appartement;45;2
32316;64445;5;B;RUE;MULOT;52,53;Appartement;50;3
32317;69044;9002;;PL;MARSONNAT;55,07;Appartement;54;3
32318;69064;11;;RUE;CREMAILLERE;34,66;Appartement;38;2
32319;69204;48;;CHE;DE PUTET;145,35;Appartement;145;5
32320;69264;237;;RUE;CLAUDIUS SAVOYE;73,06;Appartement;71;4
32321;69268;24;;RUE;DE CHAMPEMIN;48,19;Appartement;48;2
32322;69286;134;;CHE;DE NEYRON;61,00;Appartement;62;3
32323;69286;2694;;RTE;DE STRASBOURG;61,67;Appartement;62;3
32324;69290;3;;ALL;ETIENNE CLEMENTEL;68,00;Appartement;67;3
32325;69293;1;;RTE;DE ST TRIVIER;42,89;Appartement;42;2
32326;69381;8;;QUAI;ANDRE LASSAGNE;41,78;Appartement;40;1
32327;69382;12;;RUE;NEUVE;33,54;Appartement;35;1
32328;69383;14;;RUE;JULES MASSENET;133,65;Maison;137;4
32329;69388;86;;RUE;MARIUS BERLIET;19,31;Appartement;19;1
32330;69389;15;;RUE;MASARYK;107,14;Appartement;107;4
32331;71479;11;;ALL;DE LA PATURE DE L ETANG;91,16;Appartement;91;4
32332;71479;11;;ALL;DE LA PATURE DE L ETANG;66,12;Appartement;71;4
32333;71479;11;;ALL;DE LA PATURE DE L ETANG;66,24;Appartement;66;4
32334;72181;42;;RUE;DE SAINT AUBIN;72,98;Appartement;70;3
32335;72181;2;;RUE;DE L ORMEAU;78,94;Appartement;80;4
32336;74298;2;;ALL;DES NOISETIERS;26,79;Appartement;26;1
32337;75103;63;;RUE;NOTRE DAME DE NAZARETH;20,20;Appartement;22;1
32338;75108;19;;BD;DES BATIGNOLLES;16,66;Appartement;19;1
32339;75109;41;;RUE;DES MARTYRS;11,67;Appartement;90;3
32340;75109;6;;PL;GUSTAVE TOUDOUZE;22,83;Appartement;22;1
32341;75109;24;;RUE;LAFFITTE;37,66;Appartement;37;3
32342;75109;13;;RUE;DE LA TOUR D AUVERGNE;63,02;Appartement;62;3
32343;75111;17;;RUE;DE LA PIERRE LEVEE;35,21;Appartement;32;2
32344;75111;25;;RUE;DU CHEMIN VERT;21,52;Appartement;22;1
32345;75111;20;;RUE;DE LAPPE;93,47;Appartement;94;3
32346;75111;12;;PAS;DE LA BONNE GRAINE;78,40;Appartement;86;2
32347;75112;18;;RUE;DE RAMBERVILLERS;26,05;Appartement;27;1
32348;75112;31;;RUE;MONTERA;31,51;Appartement;39;1
32349;75112;41;;RUE;CLAUDE DECAEN;11,64;Appartement;11;1
32350;75116;175;;BD;MURAT;42,13;Appartement;48;2
32351;75116;8;;RUE;BOILEAU;87,30;Appartement;89;4
32352;75116;26;;RUE;CHARDON LAGACHE;26,28;Appartement;27;1
32353;75116;91;;RUE;BOILEAU;56,75;Appartement;55;2
32354;75116;1;;AV;ALPHONSE XIII;25,70;Appartement;25;0
32355;75116;50;;RUE;DE BOULAINVILLIERS;79,40;Appartement;81;4
32356;75116;82;;BD;FLANDRIN;49,43;Appartement;44;1
32357;75116;94;;AV;D IENA;64,56;Appartement;61;2
32358;75116;21;B;AV;D IENA;202,12;Appartement;196;4
32359;75117;3;;RUE;DES COLONELS RENARD;81,23;Appartement;85;4
32360;75117;16;;BD;PEREIRE;126,71;Appartement;123;4
32361;75117;5;;RUE;LEMERCIER;55,02;Appartement;54;3
32362;75117;5;;RUE;LEMERCIER;38,91;Appartement;39;2
32363;75118;133;;RUE;DAMREMONT;31,90;Appartement;32;1
32364;75118;3;;RUE;D OSLO;9,91;Appartement;12;1
32365;75118;6;;IMP;DU CADRAN;40,13;Appartement;33;1
32366;75118;3;;RUE;JEAN ROBERT;25,42;Appartement;23;2
32367;75118;28;;RUE;DE TORCY;83,59;Appartement;84;3
32368;75119;20;;QUAI;DE LA MARNE;42,84;Appartement;44;2
32369;75120;80;;RUE;DE BELLEVILLE;44,51;Appartement;41;2
32370;75120;46;;RUE;DE LA MARE;67,15;Appartement;58;2
32371;75120;24;;RUE;HENRI POINCARE;78,15;Appartement;79;3
32372;75120;116;;RUE;PELLEPORT;26,17;Appartement;28;1
32373;75120;22;;RUE;DE BAGNOLET;28,27;Appartement;25;2
32374;75120;2;;CITE;ADRIENNE;23,10;Appartement;30;1
32375;76329;5001;;CHE;DE TOUS VENTS;5,00;Appartement;44;2
32376;76540;20;;RUE;SAINT JACQUES;35,64;Appartement;38;2
32377;76540;77;;RUE;VERTE;66,98;Appartement;52;3
32378;76540;10;;RUE;DU PONT DAME RENAUDE;26,24;Appartement;29;1
32379;76540;67;;AV;JACQUES CHASTELLAIN;28,87;Appartement;35;1
32380;77058;24;;BD;DE LAGNY;37,65;Appartement;39;2
32381;77083;9;B;RUE;DE LORRAINE;30,54;Appartement;31;2
32382;77111;14;;RUE;DU CLOS GIRARD;68,81;Appartement;69;3
32383;77143;29;;RUE;GEORGES BIZET;35,34;Appartement;36;1
32384;77153;6;A;RUE;DU GUE DOUY;112,63;Maison;113;4
32385;77284;22;;RUE;JEAN MERMOZ;29,75;Appartement;28;1
32386;77288;19;B;RUE;DE LA ROCHETTE;57,16;Appartement;58;3
32387;78126;23;;;HAMEAU BOIS FONTAINE;175,75;Maison;175;7
32388;78158;61;;RUE;DE GLATIGNY;53,29;Appartement;52;3
32389;78160;26;;RUE;CHARLES MICHELS;40,00;Appartement;40;2
32390;78172;75;;RES;ARISTIDE BRIAND;47,95;Appartement;46;3
32391;78361;47;;RUE;DU CLOS SCELLIER;67,16;Appartement;68;3
32392;78490;13;;RUE;DES PEUPLIERS;73,36;Appartement;72;4
32393;80001;11;;RTE;DE DOULLENS;65,90;Maison;60;3
32394;80533;14;;RUE;SADI CARNOT;42,56;Appartement;36;2
32395;82121;15;;AV;DU 11 EME REGIMENT INF;52,54;Appartement;52;3
32396;83009;71;;CHE;DE L ESCOURCHE;36,07;Appartement;55;2
32397;83019;539;;AV;DE LA MER;30,01;Appartement;31;2
32398;83019;160;;AV;DE LA MER;25,69;Appartement;25;2
32399;83069;5;;RUE;DOCTEUR ZAMENHOF;63,19;Appartement;63;3
32400;83071;9002;;;SUPER CROISETTE MIRAMAR;29,63;Appartement;29;2
32401;83112;41;;ALL;DES PEUPLIERS;65,03;Appartement;55;3
32402;83123;45;;VC;DE LA BUGE;67,79;Appartement;67;3
32403;83126;1;;ALL;DES MOINEAUX;95,87;Maison;101;5
32404;83129;595;;CHE;DE REPENTANCE;21,70;Appartement;22;1
32405;83137;164;;BD;DE TESSE;68,69;Appartement;75;3
32406;84004;6776;F;CHE;DE ST JUST;85,50;Maison;88;4
32407;84007;9;;RUE;HENRI BOUVET;34,25;Appartement;45;2
32408;84007;6;;PL;VICTOR CRUMIERE;21,23;Appartement;21;1
32409;84007;1;;PL;VICTOR CRUMIERE;51,79;Appartement;51;2
32410;84007;179;;AV;DE TARASCON;50,44;Appartement;55;3
32411;84031;4;;RUE;D INGUIMBERT;32,30;Appartement;33;2
32412;84035;38;;AV;JEAN JAURES;48,27;Appartement;48;2
32413;85035;16;;IMP;DES OISEAUX;45,84;Maison;52;2
32414;85194;9;;RUE;DU BARGEOURI;32,88;Appartement;33;2
32415;85234;17;;ESP;DE LA MER;16,68;Appartement;17;1
32416;91161;3;;AV;DE LA REPUBLIQUE;54,80;Appartement;53;3
32417;91174;46;;RUE;ST SPIRE;9,91;Appartement;10;0
32418;91174;190;;BD;JOHN KENNEDY;62,20;Appartement;62;3
32419;91191;59;;AV;DE LA REPUBLIQUE;109,23;Appartement;112;4
32420;91223;9012;;AV;DES MEUNIERS;59,57;Appartement;62;3
32421;91228;30;;RUE;DU MARQUIS DE RAIES;30,35;Appartement;31;1
32422;91471;99;;RUE;DE PARIS;36,12;Appartement;36;1
32423;91573;122;;RUE;DU GRAND MAURY;92,24;Maison;97;5
32424;91589;93;;AV;ROGER SALENGRO;23,00;Appartement;24;1
32425;92024;7;;RUE;PASTEUR;34,68;Appartement;40;1
32426;92026;37;;AV;PUVIS DE CHAVANNES;65,50;Appartement;64;3
32427;92044;84;;RUE;JULES GUESDE;68,10;Appartement;67;3
32428;92050;47;;SQ;DE LA BRECHE;79,41;Appartement;79;3
32429;92050;24;;RUE;DE L'AVENIR;62,69;Appartement;62;3
32430;92062;5;;RUE;ARAGO;47,90;Appartement;48;3
32431;92073;2;;RUE;HONORE D ESTIENNE D ORVES;59,66;Appartement;61;3
32432;93001;152;;RUE;LEOPOLD RECHOSSIERE;53,96;Appartement;60;3
32433;93032;39;;RUE;CONTANT;63,78;Appartement;64;3
32434;93048;39;;RUE;ALEXIS LEPERE;23,40;Appartement;25;1
32435;93048;83;;RUE;HOCHE;106,25;Maison;110;5
32436;93048;50;;RUE;MOLIERE;25,73;Appartement;25;1
32437;93064;11;;RUE;DU QUATRIEME ZOUAVE;19,50;Appartement;20;1
32438;93066;4;;RUE;JESSE OWENS;20,16;Appartement;21;1
32439;93066;220;;AV;DU PDT WILSON;22,78;Appartement;21;2
32440;93070;16;;RUE;DE LA GAITE;49,81;Appartement;50;2
32441;93070;73;;RUE;ALBERT DHALENNE;88,34;Maison;82;4
32442;93077;85;;AV;DE ROSNY;55,08;Appartement;55;3
32443;94001;28;;ALL;DES CEDRES;68,67;Appartement;67;4
32444;94002;137;;RUE;VERON;62,85;Appartement;62;3
32445;94002;16;;RUE;DE L UNION;21,76;Appartement;22;1
32446;94017;10;;RUE;DE MUSSELBURGH;66,77;Appartement;74;4
32447;94017;172;;AV;THERESE;53,16;Appartement;60;3
32448;94017;18;;RUE;DE PATAY;15,38;Appartement;15;1
32449;94019;37;;RUE;ARISTIDE BRIAND;46,00;Appartement;47;2
32450;94021;72;B;BD;JEAN MERMOZ;45,57;Maison;36;2
32451;94022;4;;RUE;ALFRED LEBIDON;39,07;Appartement;39;2
32452;94028;19;;RUE;DE LA PLUMERETTE;37,25;Appartement;37;1
32453;94028;19;;VLA;PETIT PARC;65,97;Appartement;65;3
32454;94028;31;;RUE;DE FALKIRK;34,81;Appartement;34;1
32455;94034;7;;AV;GARENNIERE;67,42;Appartement;75;4
32456;94034;35;;;RES DE TOURVOIE;63,85;Appartement;55;3
32457;94034;32;;BD;PASTEUR;67,35;Appartement;74;4
32458;94043;64;;AV;CHARLES GIDE;66,08;Appartement;65;4
32459;94044;5;;RUE;JULIE-VICTOIRE DAUBIE;42,90;Appartement;42;2
32460;94046;98;;AV;DU GENERAL LECLERC;53,60;Appartement;52;3
32461;94046;56;;AV;DE LA REPUBLIQUE;39,52;Appartement;40;2
32462;94058;6;;IMP;LEDRU ROLLIN;66,72;Appartement;69;4
32463;94067;178;;AV;GALLIENI;50,23;Appartement;50;3
32464;94067;6;;RUE;BAUDIN;19,17;Appartement;20;1
32465;94068;82;;AV;CARNOT;65,93;Appartement;66;3
32466;94068;9;;AV;DIDEROT;31,28;Appartement;31;2
32467;94071;5;;ALL;VAN GOGH;26,65;Appartement;26;1
32468;94076;7;;RUE;DE ROME;60,32;Appartement;58;3
32469;94080;25;;RUE;LEROYER;53,22;Appartement;57;2
32470;94081;2;B;RUE;VERCINGETORIX;66,26;Appartement;66;3
32471;95018;12;B;RUE;LEOPOLD GAUTHERIN;16,84;Appartement;17;1
32472;95018;26;;RUE;HENRI BARBUSSE;37,54;Appartement;34;2
32473;95042;13;;PL;DES CAILLOUX GRIS;86,05;Maison;85;5
32474;95091;10;;RUE;DE BOURGOGNE;83,63;Maison;83;4
32475;95127;14;;BD;DU PORT;117,75;Maison;120;5
32476;95252;14;;RUE;DU HAUT D AULNY;60,87;Appartement;57;3
32477;95252;15;B;AV;CHANZY;48,49;Appartement;50;2
32478;95476;26;B;RUE;ARISTIDE BRIAND;47,20;Appartement;111;3
32479;95488;73;B;RUE;VICTOR HUGO;75,90;Appartement;65;3
32480;95585;18;;RUE;LOUIS LEBRUN;78,84;Appartement;78;4
32481;95637;4;;RUE;DES PEUPLIERS;91,20;Maison;91;4
32482;972209;57;;RTE;DE BEAUSEJOUR JAMBETTE;81,63;Appartement;80;3
32483;972231;13;;RUE;DES PECHEURS;33,30;Appartement;32;1
32484;02318;9003;;RUE;ROBERT GODARD;66,36;Appartement;67;3
32485;02722;22;;BD;JEANNE D ARC;31,62;Appartement;32;1
32486;06030;34;;AV;MONT JOLI;80,43;Appartement;90;3
32487;06030;60;;RUE;SAINT SAUVEUR;56,05;Appartement;57;3
32488;06073;5704;;;FRONT DE NEIGE;49,11;Appartement;49;2
32489;06088;22;;RUE;JEAN CANAVESE;49,41;Appartement;49;2
32490;06088;74;;AV;DE BRANCOLAR;38,03;Appartement;40;1
32491;06088;27;;RUE;BOTTERO;68,02;Appartement;67;3
32492;06088;18;;AV;FLEURS;9,81;Appartement;22;2
32493;06088;3;;AV;GALLIN;16,13;Appartement;25;1
32494;06088;301;;COR;DE MAGNAN;62,93;Appartement;63;3
32495;06088;67;;AV;ESTIENNE D ORVES;76,92;Appartement;75;3
32496;06088;170;;BD;NAPOLEON III;51,39;Appartement;42;2
32497;10081;1;;RUE;CLAUDE DEBUSSY;70,54;Appartement;69;3
32498;11076;22;;AV;RIQUET;62,37;Appartement;60;3
32499;11262;1;;RUE;BAUDIN;37,80;Appartement;36;2
32500;14220;20;;BD;MAUGER;33,32;Appartement;32;2
32501;14338;3;;RUE;BAUMIER;38,74;Appartement;39;2
32502;14715;5;;RUE;AMIRAL DE MAIGRET;74,21;Appartement;88;3
32503;18033;50;;AV;JEAN JAURES;38,13;Appartement;38;2
32504;19031;4;;BD;MICHELET;40,62;Appartement;40;2
32505;19031;2;;RUE;PROUDHON;31,89;Appartement;32;1
32506;22050;13;;RUE;DE LA FERRONNERIE;73,31;Appartement;89;2
32507;22187;29;;RUE;ADOLPHE LE BAIL;205,20;Appartement;205;5
32508;22278;10;;BD;EDOUARD PRIGENT;47,28;Appartement;47;2
32509;22278;10;;RUE;HOUVENAGLE;36,87;Appartement;34;1
32510;24037;29;;RUE;DU COULOBRE;42,06;Appartement;45;2
32511;25056;9;;RUE;DE CHARIGNEY;95,18;Appartement;94;5
32512;26058;2;;ALL;JEAN HONORE FRAGONNARD;90,00;Maison;89;4
32513;26114;28;;RUE;JUSTIN JOUVE;73,23;Appartement;70;3
32514;26198;12;;PL;DU THEATRE;118,89;Appartement;115;4
32515;26347;15;;LOT;LES OUCHES;91,84;Maison;90;5
32516;28085;50;;RUE;DES COMTESSES;80,51;Appartement;80;3
32517;28391;75;;RUE;NATIONALE;29,54;Appartement;31;1
32518;29151;25;;RUE;DE CALLAC;31,08;Appartement;31;1
32519;30007;1;;BD;CHARLES GOUNOD;70,90;Appartement;70;4
32520;30133;9010;;BD;DU DR JEAN BASTIDE;52,96;Appartement;52;3
32521;30156;15;;AV;DE LA CAMARGUE;81,24;Maison;81;4
32522;30169;7;;RTE;DE MONTPELLIER;58,22;Appartement;70;3
32523;30189;39;;RUE;BACHALAS;47,12;Appartement;59;2
32524;30189;17;;RUE;MENARD;23,65;Appartement;23;1
32525;30189;14;;RUE;DE L ASPIC;109,33;Appartement;111;3
32526;30189;13;;RUE;FRESQUE;96,11;Appartement;99;4
32527;30189;59;;RUE;SEGUIER;44,11;Appartement;48;1
32528;31555;8;;RUE;CECILE BRUNSCHVICG;46,69;Appartement;47;2
32529;31555;113;;CHE;LINIERES;57,61;Appartement;60;3
32530;31555;75;;CHE;DE MALEPERE;92,24;Maison;83;4
32531;31555;7;B;IMP;ANDRE MARFAING;18,79;Appartement;19;1
32532;33063;8;;CITE;FEAUGAS;39,42;Appartement;39;2
32533;33063;38;;RUE;DES AYRES;58,63;Appartement;62;3
32534;33063;261;;RUE;MANDRON;37,95;Appartement;42;1
32535;33063;45;;CRS;BALGUERIE STUTTENBERG;58,62;Appartement;69;3
32536;33281;5;;RUE;DES OLYMPIADES;44,20;Appartement;46;2
32537;33311;2;;ALL;DE BOURDETTE;43,49;Appartement;43;2
32538;33529;1270;;AV;GUSTAVE EIFFEL;21,22;Appartement;21;2
32539;33550;3;;RUE;DU 19 MARS 1962;71,83;Appartement;71;3
32540;34003;25;;IMP;DU GLOBE;29,90;Appartement;30;1
32541;34057;17;;AV;DE LA GALINE;67,92;Appartement;68;4
32542;34163;6;;GR;GRAND RUE;42,38;Appartement;22;1
32543;35136;2;;ALL;DES COQUELICOTS;67,24;Appartement;68;3
32544;35238;3;;RUE;LENEE;29,14;Appartement;29;1
32545;35238;18;B;RUE;DU MARECHAL JOFFRE;86,96;Appartement;86;3
32546;35288;5;;PL;LE PLACITRE;59,51;Appartement;59;3
32547;35288;2;;PAS;DU POIDS PUBLIC;37,27;Appartement;37;2
32548;35288;3;B;RUE;DE LA PLAGE;25,77;Appartement;25;3
32549;37261;26;;RUE;RONSARD;18,51;Maison;19;1
32550;38151;4;;ALL;DES ROSES;83,12;Maison;68;4
32551;38169;15;;BD;JOLIOT CURIE;69,81;Appartement;75;4
32552;38185;5;B;RUE;MORTILLET;20,87;Appartement;21;1
32553;38191;714;;RTE;DU SIGNAL;182,54;Appartement;194;4
32554;38316;2;;RUE;JULES FERRY;76,22;Appartement;76;4
32555;40088;1;;RUE;JACQUELINE AURIOL;33,87;Appartement;35;2
32556;41018;12;;RUE;DU DOCTEUR VIGNERON;66,11;Appartement;69;4
32557;41018;18;;RUE;ALFRED HALOU;20,68;Appartement;22;1
32558;41047;17;;RUE;DES PONTIERES;81,73;Appartement;81;4
32559;42187;35;;RUE;GONTHIER;53,14;Appartement;54;3
32560;42218;19;B;RUE;JEU DE L ARC;60,38;Appartement;61;3
32561;42332;115;;RUE;DU MOULIN A VENT PROLONGE;69,50;Appartement;70;4
32562;44109;6;;RUE;DES ROCHETTES;37,76;Appartement;38;2
32563;44109;1;;PL;DE LA BASSE MAR;68,91;Appartement;67;3
32564;44109;12;;QUAI;DUMONT D URVILLE;74,50;Appartement;74;3
32565;44109;8;;RUE;GAL TRAVOT;18,90;Appartement;20;1
32566;44109;54;;RUE;FRANCOIS BRUNEAU;65,25;Appartement;65;3
32567;44109;3;;MAIL;PABLO PICASSO;64,60;Appartement;64;3
32568;44114;16;;RUE;DU PATUREAU;61,57;Appartement;62;3
32569;44132;26;;AV;CHARLOTTE;14,99;Appartement;23;1
32570;44184;26;;RUE;GUY DE MAUPASSANT;46,47;Appartement;46;2
32571;44184;99;;RTE;DE LA COTE D AMOUR;16,16;Appartement;18;1
32572;44184;2;;PAS;HENRI GAUTIER;65,00;Appartement;86;4
32573;44209;43;;RUE;DE RENNES;85,19;Maison;70;2
32574;45006;200;;ALL;DES 4 VENTS;37,31;Appartement;38;2
32575;45089;1;;AV;D ILVESHEIM;46,30;Appartement;47;2
32576;45208;40;;AV;GAILLARDIN;17,48;Appartement;18;1
32577;45234;23;;RUE;DE LA REPUBLIQUE;42,10;Appartement;44;1
32578;45234;1;;RUE;FOUGEREAU;30,05;Appartement;29;1
32579;47157;9;;RUE;MERCADE;40,69;Appartement;40;2
32580;47323;63;;AV;DU GENERAL DE GAULLE;59,25;Appartement;40;2
32581;47323;28;;AV;DE PARIS;24,58;Appartement;24;2
32582;48080;12;;AV;DU MARECHAL FOCH;90,17;Appartement;92;3
32583;49007;6;;BD;DESCAZEAUX;49,12;Appartement;48;2
32584;51108;45;;RUE;LAFAYETTE;54,43;Appartement;54;3
32585;51262;140;;RUE;DU GENERAL LECLERC;62,14;Appartement;62;3
32586;51454;27;;RUE;ERNEST RENAN;34,60;Appartement;42;2
32587;51454;59;;RUE;DOCTEUR THOMAS;43,20;Appartement;43;2
32588;54395;70;;RUE;HERMITE;23,21;Appartement;23;1
32589;54395;15;A;RUE;LYAUTEY;76,85;Appartement;76;3
32590;54395;5;;RUE;SAINT THIEBAUT;16,55;Appartement;17;1
32591;56007;94;;RUE;ABBE PHILIPPE LE GALL;90,13;Appartement;130;4
32592;56083;21;;RUE;NATIONALE;42,85;Appartement;41;2
32593;56083;3;;RUE;TROTTIER;45,80;Appartement;48;2
32594;56121;2;;RUE;METAYER;84,13;Appartement;83;3
32595;56121;10;;RUE;LEO LE BOURGO;43,80;Appartement;41;2
32596;56121;18;;AV;ANATOLE FRANCE;53,24;Appartement;50;3
32597;56176;5274;F;RUE;MONET;39,00;Appartement;40;2
32598;59014;3;;RUE;F FERRER BAT AULNE;64,64;Appartement;64;3
32599;59163;1;;RES;FLANDRE;98,00;Appartement;98;4
32600;59350;10;;RUE;SAINT LUC;52,65;Appartement;51;2
32601;59350;34;;RUE;LYDERIC;72,13;Appartement;73;3
32602;59350;71;;RUE;DE DOUAI;50,40;Appartement;50;2
32603;59350;31;;RUE;DE BRIGODE;24,40;Appartement;24;1
32604;59512;12;;RUE;DU COQ FRANCAIS;54,00;Appartement;53;2
32605;59512;100;;AV;J BAPTISTE LEBAS;48,67;Appartement;49;2
32606;59599;4;;RUE;DU HAUT VINAGE;61,00;Appartement;66;3
32607;60088;4;;PL;DE LA REPUBLIQUE;40,15;Appartement;43;2
32608;60141;2;;RUE;DES OTAGES;22,83;Appartement;23;1
32609;60342;1;;IMP;ANNA DE NOAILLES;74,91;Appartement;76;4
32610;60494;6;;RUE;DR LAPORTE;121,98;Appartement;53;3
32611;62108;62;;ESP;PARMENTIER;43,37;Appartement;48;2
